timestamp,flow_rate,pressure,temperature,is_leak,hour,day,month,day_of_week,day_of_year,week_of_year,is_weekend,is_peak_hour,time_of_day,hour_sin,hour_cos,day_sin,day_cos,flow_rate_rolling_mean_3h,flow_rate_rolling_std_3h,flow_rate_rolling_min_3h,flow_rate_rolling_max_3h,flow_rate_rolling_mean_6h,flow_rate_rolling_std_6h,flow_rate_rolling_min_6h,flow_rate_rolling_max_6h,flow_rate_rolling_mean_12h,flow_rate_rolling_std_12h,flow_rate_rolling_min_12h,flow_rate_rolling_max_12h,flow_rate_rolling_mean_24h,flow_rate_rolling_std_24h,flow_rate_rolling_min_24h,flow_rate_rolling_max_24h,flow_rate_lag_1h,flow_rate_lag_2h,flow_rate_lag_3h,flow_rate_lag_6h,flow_rate_lag_12h,flow_rate_lag_24h,flow_rate_diff_1h,flow_rate_diff_2h,flow_rate_pct_change
2025-07-02 00:00:00,64.58190000588797,50.81070729904567,27.657654298212677,False,0,2,7,2,183,27,0,0,night,0.0,1.0,-0.008606996888688009,-0.9999629591162655,76.26673078124902,16.89299652665362,64.58190000588797,95.63585600402637,104.36570325900196,40.69145297996115,64.58190000588797,176.3281116088647,152.4080262916472,58.70682923615983,64.58190000588797,218.85938287862015,158.82818714819697,63.24384482082125,64.58190000588797,247.29021339892185,68.58243633383277,95.63585600402637,104.0172065312808,194.6155716628555,215.61070195320536,75.08763948655397,-4.0005363279448005,-31.05395599813839,-0.05833179078782991
2025-07-02 01:00:00,74.3562764590674,46.67602689541457,24.258605737917584,False,1,2,7,2,183,27,0,0,night,0.25881904510252074,0.9659258262890683,-0.008606996888688009,-0.9999629591162655,69.17353759959603,4.9139250393056795,64.58190000588797,74.3562764590674,87.3703974007024,21.29744905920544,64.58190000588797,117.04870907011906,140.36610075668446,58.657408275203835,64.58190000588797,215.8016140513683,158.758025912278,63.34054120852995,64.58190000588797,247.29021339892185,64.58190000588797,68.58243633383277,95.63585600402637,176.3281116088647,218.85938287862015,76.04014612112384,9.774376453179428,5.773840125234628,0.15134854273857368
2025-07-02 02:00:00,76.65793830655706,44.27655824027579,19.60357793598618,False,2,2,7,2,183,27,0,0,night,0.49999999999999994,0.8660254037844387,-0.008606996888688009,-0.9999629591162655,71.86537159050414,6.411796203716139,64.58190000588797,76.65793830655706,80.63860227344206,15.684124997152473,64.58190000588797,104.0172065312808,129.0134052610933,56.4881125321444,64.58190000588797,215.8016140513683,158.77868285433195,63.31250810683488,64.58190000588797,247.29021339892185,74.3562764590674,64.58190000588797,68.58243633383277,117.04870907011906,212.8902842536505,76.16217169726168,2.3016618474896546,12.076038300669083,0.03095450656081078
2025-07-02 03:00:00,96.7258040911535,46.635566245862016,23.309375492669883,False,3,2,7,2,183,27,0,0,night,0.7071067811865476,0.7071067811865476,-0.008606996888688009,-0.9999629591162655,82.58000628559265,12.304556411423878,74.3562764590674,96.7258040911535,79.42336853342084,13.66262823656811,64.58190000588797,96.7258040911535,119.0904210977421,49.935125239652514,64.58190000588797,194.6155716628555,159.29428044227936,62.72772879632191,64.58190000588797,247.29021339892185,76.65793830655706,74.3562764590674,64.58190000588797,104.0172065312808,215.8016140513683,84.35146198041551,20.06786578459645,22.369527632086104,0.2617845747996057
2025-07-02 04:00:00,108.19778895178877,48.30226312285418,23.027816414178595,False,4,2,7,2,183,27,0,0,night,0.8660254037844386,0.5000000000000001,-0.008606996888688009,-0.9999629591162655,93.8605104498331,15.963958638731524,76.65793830655706,108.19778895178877,81.51702402471459,17.15901635982928,64.58190000588797,108.19778895178877,111.97026182740734,44.088112667397446,64.58190000588797,194.6155716628555,159.63331153492862,62.41487401507829,64.58190000588797,247.29021339892185,96.7258040911535,76.65793830655706,74.3562764590674,95.63585600402637,193.6397001958058,100.0610427282069,11.47198486063526,31.53985064523171,0.11860314802680949
2025-07-02 05:00:00,143.11149634718552,39.5881115367436,24.860902280214688,False,5,2,7,2,183,27,0,0,night,0.9659258262890683,0.25881904510252074,-0.008606996888688009,-0.9999629591162655,116.01169646337591,24.159904272731733,96.7258040911535,143.11149634718552,93.93853402694003,28.889344782194907,64.58190000588797,143.11149634718552,109.98825794771828,41.873433081010255,64.58190000588797,194.6155716628555,161.09125566346793,61.56212853580388,64.58190000588797,247.29021339892185,108.19778895178877,96.7258040911535,76.65793830655706,68.58243633383277,166.8955429034542,108.12083726224172,34.913707395396756,46.385692256032016,0.32268411151131526
2025-07-02 06:00:00,195.2666292207514,50.12639487641828,25.869438229980176,False,6,2,7,2,183,27,0,1,night,1.0,6.123233995736766e-17,-0.008606996888688009,-0.9999629591162655,148.85863817324187,43.8180096058931,108.19778895178877,195.2666292207514,115.71932222941727,46.329527767841014,74.3562764590674,195.2666292207514,110.04251274420962,41.99330188498032,64.58190000588797,195.2666292207514,161.31520497960727,61.6811150377163,64.58190000588797,247.29021339892185,143.11149634718552,108.19778895178877,96.7258040911535,64.58190000588797,194.6155716628555,189.891845633407,52.15513287356589,87.06884026896265,0.3644370592495143
2025-07-02 07:00:00,218.94488614652303,41.44862038355812,22.576573955874057,False,7,2,7,2,183,27,0,1,morning,0.9659258262890683,-0.25881904510252063,-0.008606996888688009,-0.9999629591162655,185.7743372381533,38.79759602638723,143.11149634718552,218.94488614652303,139.8174238439932,56.90769754260252,76.65793830655706,218.94488614652303,113.59391062234782,49.27880664543404,64.58190000588797,218.94488614652303,160.78067577746745,61.09679353371954,64.58190000588797,247.29021339892185,195.2666292207514,143.11149634718552,108.19778895178877,74.3562764590674,176.3281116088647,231.7735869978787,23.67825692577162,75.83338979933751,0.12126115465947351
2025-07-02 08:00:00,258.003042498849,41.85564697311787,23.31027434441373,False,8,2,7,2,183,27,0,1,morning,0.8660254037844387,-0.4999999999999998,-0.008606996888688009,-0.9999629591162655,224.0715192887078,31.680848525267972,195.2666292207514,258.003042498849,170.0416078760419,64.32750926168399,96.7258040911535,258.003042498849,125.34010507474197,64.5958015494867,64.58190000588797,258.003042498849,161.22704365663108,61.7914883581904,64.58190000588797,258.003042498849,218.94488614652303,195.2666292207514,143.11149634718552,76.65793830655706,117.04870907011906,247.29021339892185,39.058156352325994,62.736413278097615,0.17839264044827874
2025-07-02 09:00:00,220.05311272373967,43.25791564521383,29.29484128273308,False,9,2,7,2,183,27,0,0,morning,0.7071067811865476,-0.7071067811865475,-0.008606996888688009,-0.9999629591162655,232.33368045637056,22.23722447355975,218.94488614652303,258.003042498849,190.59615931480621,55.28317693923604,108.19778895178877,258.003042498849,135.00976392411354,69.60450190801595,64.58190000588797,258.003042498849,161.6118559122871,62.141511757090846,64.58190000588797,258.003042498849,258.003042498849,218.94488614652303,195.2666292207514,96.7258040911535,104.0172065312808,210.81761858799595,-37.949929775109354,1.1082265772166409,-0.14709101647620548
