timestamp,flow_rate,pressure,temperature,is_leak
2025-07-01 00:00:00,75.08763948655397,48.33082512215875,22.862309732793044,False
2025-07-01 01:00:00,76.04014612112384,53.435631140465986,26.620939427192702,False
2025-07-01 02:00:00,76.16217169726168,50.31957154589481,23.943309637378604,False
2025-07-01 03:00:00,84.35146198041551,43.107673403440124,23.96149491040494,False
2025-07-01 04:00:00,100.0610427282069,48.43968986137548,23.679382365472073,False
2025-07-01 05:00:00,108.12083726224172,47.29654275095169,22.236573596459973,False
2025-07-01 06:00:00,189.891845633407,43.338175487459246,23.885562268675063,False
2025-07-01 07:00:00,231.7735869978787,39.10620081341787,28.79062633790476,False
2025-07-01 08:00:00,247.29021339892185,36.9623565431862,24.627169061222972,False
2025-07-01 09:00:00,210.81761858799595,42.58570985561447,21.166729721127336,False
2025-07-01 10:00:00,206.37764376772577,42.77170151922108,25.52334660099461,False
2025-07-01 11:00:00,236.48290592857737,40.32890985640641,24.483862577708308,False
2025-07-01 12:00:00,215.61070195320536,39.5599322771556,22.392713774164193,False
2025-07-01 13:00:00,218.85938287862018,42.529282764253374,24.315905408054252,False
2025-07-01 14:00:00,212.89028425365052,43.69051465384008,26.250315558312963,False
2025-07-01 15:00:00,215.8016140513683,39.192266727763666,24.467645217184458,False
2025-07-01 16:00:00,193.6397001958058,45.74465037157679,24.730605726345576,False
2025-07-01 17:00:00,166.8955429034542,46.59280032200988,27.798550026028533,False
2025-07-01 18:00:00,194.6155716628555,45.7798201105333,27.03199703639846,False
2025-07-01 19:00:00,176.3281116088647,43.57611630222691,28.215357280514898,False
2025-07-01 20:00:00,117.04870907011906,49.11327205961972,22.24856905170408,False
2025-07-01 21:00:00,104.01720653128079,46.640124009923426,25.80029511191038,False
2025-07-01 22:00:00,95.63585600402637,46.16339654497774,24.661747125463634,False
2025-07-01 23:00:00,68.58243633383277,51.81708453641458,25.743572188206254,False
2025-07-02 00:00:00,64.58190000588797,50.81070729904567,27.657654298212673,False
